TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
TX000557,AC00083,-1.0177789103285113,2024-01-01 16:07:05,Credit,Detroit,D000271,112.86.148.212,M012,ATM,-0.6518386566604424,Engineer,-1.3007398713971603,-0.20336697570787826,2,2024-11-04 08:08:50
TX000558,AC00402,1.6244858406753266,2023-07-05 17:49:26,Debit,Jacksonville,D000119,161.161.26.115,M016,Online,-0.7640027132367103,Doctor,0.23780057756846107,-0.20336697570787826,0,2024-11-04 08:09:01
TX000559,AC00317,-0.12989654987826108,2023-02-28 16:46:55,Debit,Austin,D000404,195.226.203.234,M065,Branch,1.0306221919835763,Doctor,-0.10096062220378584,-0.20336697570787826,0,2024-11-04 08:12:03
TX000560,AC00030,0.19939821281156966,2023-10-25 16:13:39,Credit,Fort Worth,D000441,167.164.55.0,M043,Branch,-1.04441285467738,Student,0.9435530770939755,-0.20336697570787826,1,2024-11-04 08:11:02
TX000561,AC00114,-0.931699561150587,2023-03-06 17:39:01,Credit,Virginia Beach,D000046,52.169.116.164,M004,Branch,1.9840166728818536,Retired,-1.145474321501547,-0.20336697570787826,2,2024-11-04 08:09:57
TX000562,AC00301,-0.6126146893177227,2023-12-19 17:11:31,Debit,Tucson,D000013,166.79.195.157,M004,ATM,1.2549503051361122,Doctor,-0.849058271700831,-0.20336697570787826,2,2024-11-04 08:09:02
TX000563,AC00216,-0.6590232841221147,2023-02-13 18:42:09,Debit,Virginia Beach,D000485,211.42.9.0,M003,Online,-0.4275105435079065,Doctor,2.2703677762019425,-0.20336697570787826,0,2024-11-04 08:10:32
TX000564,AC00223,-0.9833677966994768,2023-11-15 16:08:52,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,-0.4275105435079065,Engineer,-0.8772883716818517,-0.20336697570787826,2,2024-11-04 08:08:25
TX000565,AC00413,0.2323998802280261,2023-01-27 16:35:40,Debit,Houston,D000051,81.248.235.147,M045,Branch,-1.3248229961180498,Student,-0.07273052222276526,1.526467658301365,1,2024-11-04 08:10:17
TX000566,AC00086,-0.9237585349285022,2023-02-15 16:30:09,Credit,Baltimore,D000053,139.23.212.102,M064,Branch,-0.9322487981011122,Student,-0.8067131217293002,-0.20336697570787826,1,2024-11-04 08:11:08
TX000567,AC00216,0.07478254157755398,2023-07-26 16:44:22,Debit,Denver,D000589,219.31.152.129,M083,ATM,0.8623761071191745,Doctor,0.39306612746407427,-0.20336697570787826,1,2024-11-04 08:07:45
TX000568,AC00240,0.17890967762385276,2023-03-24 18:50:42,Credit,Los Angeles,D000182,161.168.126.136,M048,Online,1.7036065314411837,Retired,-1.1595893714920573,-0.20336697570787826,2,2024-11-04 08:08:40
TX000569,AC00298,-0.461185163307836,2023-08-03 18:49:37,Credit,Virginia Beach,D000352,154.48.233.165,M041,Branch,0.41371988081410277,Retired,-0.6655626218241973,-0.20336697570787826,2,2024-11-04 08:09:51
TX000570,AC00460,-0.43853089369591425,2023-02-06 18:59:44,Debit,Oklahoma City,D000140,158.135.64.240,M089,Branch,-1.156576911253648,Student,-0.8772883716818517,-0.20336697570787826,1,2024-11-04 08:09:49
TX000572,AC00434,-0.8821283065521179,2023-04-24 16:47:20,Debit,Albuquerque,D000422,32.71.250.58,M027,Online,-1.156576911253648,Student,-1.5124656212548147,-0.20336697570787826,1,2024-11-04 08:12:03
TX000573,AC00471,-0.6073206718363328,2023-03-21 16:20:33,Credit,Sacramento,D000244,171.101.134.74,M062,Branch,0.41371988081410277,Engineer,1.7339958765625516,-0.20336697570787826,0,2024-11-04 08:07:28
TX000574,AC00461,0.18000973320440128,2023-12-08 16:16:02,Debit,Nashville,D000079,152.234.65.155,M023,Branch,0.3576378525259688,Retired,0.6330219773027491,-0.20336697570787826,2,2024-11-04 08:06:32
TX000575,AC00188,-0.2670597300779087,2023-09-04 16:42:49,Credit,El Paso,D000574,133.223.159.151,M059,Online,-1.04441285467738,Engineer,0.49187147739764625,-0.20336697570787826,2,2024-11-04 08:10:04
TX000576,AC00013,-0.9097328262765082,2023-02-20 16:52:03,Debit,Seattle,D000617,189.248.139.91,M003,ATM,1.5353604465767818,Retired,-0.1291907221848064,-0.20336697570787826,2,2024-11-04 08:09:12
TX000577,AC00345,-0.6645235620248574,2023-08-07 16:06:32,Debit,Denver,D000531,80.247.6.83,M039,ATM,1.423196390000514,Doctor,1.4516948767523459,-0.20336697570787826,1,2024-11-04 08:10:07
TX000578,AC00013,-0.17816148847482877,2023-12-27 16:48:30,Debit,Fresno,D000102,144.91.150.133,M058,Online,-0.8761667698129781,Doctor,0.2942607775305022,-0.20336697570787826,0,2024-11-04 08:10:57
TX000579,AC00296,-0.8568270281995013,2023-12-08 16:45:12,Debit,Dallas,D000645,68.254.244.208,M049,ATM,-1.4369870526943178,Student,0.7882875271983623,-0.20336697570787826,1,2024-11-04 08:07:15
TX000580,AC00192,0.11655027690150675,2023-04-27 16:27:41,Debit,Charlotte,D000101,197.23.128.119,M038,ATM,1.36711436171238,Retired,-1.4560054212927735,-0.20336697570787826,2,2024-11-04 08:07:03
TX000581,AC00378,-0.6187681252214161,2023-10-31 16:49:13,Debit,Memphis,D000023,110.243.14.36,M071,Online,0.5258839373903706,Engineer,0.6612520772837697,-0.20336697570787826,1,2024-11-04 08:09:14
TX000582,AC00205,-0.7339645705469848,2023-04-19 16:54:46,Credit,Las Vegas,D000560,152.140.239.181,M004,Branch,1.2549503051361122,Doctor,-1.5548107712263455,-0.20336697570787826,2,2024-11-04 08:07:12
TX000583,AC00475,-0.008443538438322542,2023-12-14 17:31:18,Debit,Jacksonville,D000225,170.225.23.251,M021,Online,-1.3248229961180498,Student,-0.5385271719096048,-0.20336697570787826,1,2024-11-04 08:10:41
TX000584,AC00022,0.7433413206559366,2023-06-02 16:27:08,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,-1.100494882965514,Student,0.5624467273501977,-0.20336697570787826,1,2024-11-04 08:12:17
TX000586,AC00362,-0.6995878336548426,2023-12-01 17:04:00,Debit,Washington,D000270,47.82.77.181,M085,Online,-0.31534648693163864,Doctor,-1.2160495714540986,-0.20336697570787826,2,2024-11-04 08:10:37
TX000587,AC00170,-0.7482652930941159,2023-01-04 16:09:43,Debit,Columbus,D000483,157.47.114.20,M014,Branch,0.8062940788310404,Retired,0.5201015773786668,-0.20336697570787826,2,2024-11-04 08:08:18
TX000588,AC00429,-0.8382635902777444,2023-07-31 16:51:50,Debit,Virginia Beach,D000353,51.250.122.123,M042,Online,1.311032333424246,Doctor,-1.1737044214825676,-0.20336697570787826,0,2024-11-04 08:08:53
TX000589,AC00418,-0.4098263183909755,2023-06-19 17:31:08,Credit,Dallas,D000101,38.210.156.148,M026,Branch,1.7596885597293177,Retired,-0.3832616220139916,4.986136926319852,2,2024-11-04 08:12:10
TX000590,AC00144,0.7588796057311848,2023-10-23 18:37:47,Debit,Kansas City,D000100,73.54.203.165,M038,Online,-1.268740967829916,Student,-0.5385271719096048,-0.20336697570787826,1,2024-11-04 08:06:37
TX000591,AC00449,-0.9881461631274847,2023-04-24 16:24:49,Debit,Louisville,D000484,38.166.40.246,M081,Online,0.5258839373903706,Doctor,0.576561777340708,-0.20336697570787826,0,2024-11-04 08:10:21
TX000593,AC00426,-0.6568231729610176,2023-03-06 18:27:13,Debit,Miami,D000628,221.23.158.87,M038,Branch,-0.9883308263892461,Student,-0.6655626218241973,-0.20336697570787826,1,2024-11-04 08:12:13
TX000594,AC00039,-0.5449612711139867,2023-11-17 17:59:11,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,-1.4369870526943178,Student,2.016296876372757,3.2563022923106084,1,2024-11-04 08:07:23
TX000596,AC00471,0.16505585265631953,2023-01-04 17:00:17,Debit,Dallas,D000362,130.92.201.49,M007,Branch,-0.20318243035537073,Engineer,1.310544376847243,-0.20336697570787826,0,2024-11-04 08:08:03
TX000597,AC00039,-0.5501521583847001,2023-07-25 17:21:53,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,-0.034936345490968856,Engineer,0.5483316773596874,-0.20336697570787826,1,2024-11-04 08:06:52
TX000598,AC00274,-0.48153619154798416,2023-09-20 17:09:14,Debit,New York,D000032,60.153.124.80,M026,ATM,0.24547379594970092,Engineer,-0.002155272270213815,-0.20336697570787826,0,2024-11-04 08:09:57
TX000599,AC00095,1.8285461508670833,2023-07-21 16:43:59,Credit,Chicago,D000559,5.252.94.135,M071,Online,1.1988682768479781,Retired,-0.3409164720424607,-0.20336697570787826,2,2024-11-04 08:11:27
TX000601,AC00184,-0.6449288219963364,2023-10-31 17:06:47,Debit,Raleigh,D000449,187.52.200.18,M068,Online,0.6941300222547726,Doctor,-1.0184388715869546,-0.20336697570787826,0,2024-11-04 08:12:20
TX000602,AC00436,0.10761232530954969,2023-12-25 16:30:09,Debit,Denver,D000692,104.155.121.252,M017,Online,-0.5957566283723084,Doctor,-0.7361378717767488,-0.20336697570787826,0,2024-11-04 08:07:55
TX000603,AC00107,1.1595404742091027,2023-09-19 16:55:00,Debit,Denver,D000002,215.97.143.157,M018,ATM,0.13330973937343302,Doctor,-0.19976597213735783,-0.20336697570787826,1,2024-11-04 08:11:45
TX000604,AC00203,1.6221482225666612,2023-02-16 18:56:44,Debit,San Diego,D000393,24.129.74.189,M058,Branch,-1.268740967829916,Student,-1.3713151213497117,-0.20336697570787826,1,2024-11-04 08:09:51
TX000605,AC00398,-0.4229238551468817,2023-09-04 17:46:20,Debit,Colorado Springs,D000379,147.125.143.41,M091,Branch,-1.04441285467738,Student,0.6894821772647903,-0.20336697570787826,1,2024-11-04 08:08:15
TX000606,AC00312,-0.9996279932494602,2023-06-26 16:04:11,Debit,Las Vegas,D000060,160.160.113.117,M028,Branch,1.8718526163055855,Retired,2.284482826192453,-0.20336697570787826,2,2024-11-04 08:07:15
TX000608,AC00150,-0.9128954860705851,2023-07-04 16:25:35,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,-1.100494882965514,Student,0.8870928771319343,4.986136926319852,1,2024-11-04 08:07:01
TX000610,AC00479,-0.8318351404789138,2023-09-13 18:49:55,Debit,El Paso,D000431,11.167.243.171,M049,ATM,-0.8200847415248442,Doctor,-0.256226172099399,-0.20336697570787826,0,2024-11-04 08:09:30
TX000611,AC00078,0.43522262789166544,2023-01-30 17:37:14,Credit,Miami,D000066,56.116.189.0,M032,Online,0.6380479939666386,Retired,0.8165176271793829,-0.20336697570787826,2,2024-11-04 08:08:25
TX000613,AC00149,-0.9019293070019918,2023-06-12 16:48:03,Debit,Miami,D000693,205.69.66.135,M028,Branch,1.1427862485598441,Doctor,-0.4679519219570533,-0.20336697570787826,0,2024-11-04 08:11:09
TX000614,AC00084,-1.0129317904267192,2023-01-19 17:24:30,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,1.8718526163055855,Retired,-0.17153587215633725,-0.20336697570787826,0,2024-11-04 08:12:20
TX000615,AC00466,3.5894601214301782,2023-04-28 18:11:55,Credit,Fort Worth,D000643,28.149.72.129,M032,Branch,-1.3248229961180498,Student,1.6210754766384692,-0.20336697570787826,1,2024-11-04 08:08:00
TX000616,AC00359,-0.5468176149061623,2023-08-30 18:00:09,Credit,Los Angeles,D000359,147.125.143.41,M076,Online,0.3015558242378349,Engineer,-0.552642221900115,-0.20336697570787826,2,2024-11-04 08:11:29
TX000617,AC00023,-0.1484256110631258,2023-09-18 16:04:06,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,-0.9322487981011122,Engineer,0.6894821772647903,-0.20336697570787826,2,2024-11-04 08:07:18
TX000618,AC00366,-0.6290467695521665,2023-05-05 17:34:22,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,-0.9322487981011122,Engineer,0.2660306775494817,-0.20336697570787826,0,2024-11-04 08:10:18
TX000619,AC00170,-0.43653704295616996,2023-05-15 16:52:24,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,0.6941300222547726,Retired,0.7177122772458109,-0.20336697570787826,2,2024-11-04 08:08:40
TX000620,AC00130,-0.4453718643374506,2023-02-02 16:13:13,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,1.423196390000514,Doctor,0.3083758275210125,1.526467658301365,0,2024-11-04 08:08:14
TX000622,AC00219,0.37939480717882634,2023-03-01 16:17:46,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,1.0867042202717103,Retired,-1.3007398713971603,-0.20336697570787826,2,2024-11-04 08:08:20
TX000623,AC00354,2.9712632618987844,2023-08-23 16:35:42,Credit,Detroit,D000153,62.152.134.92,M009,Online,-0.8200847415248442,Doctor,-1.0607840215584854,-0.20336697570787826,0,2024-11-04 08:09:09
TX000624,AC00290,0.15151141832081547,2023-12-14 16:09:42,Credit,New York,D000532,91.204.200.167,M033,Branch,-1.3248229961180498,Student,1.7904560765245927,-0.20336697570787826,1,2024-11-04 08:08:32
TX000625,AC00425,0.971534100145977,2023-09-20 16:37:48,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,0.46980190910223674,Engineer,-0.355031522032971,-0.20336697570787826,2,2024-11-04 08:10:54
TX000626,AC00370,1.7994290547194387,2023-08-22 18:11:16,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,1.9279346445937195,Retired,-1.187819471473078,-0.20336697570787826,2,2024-11-04 08:11:57
TX000627,AC00454,-0.1534102379124864,2023-06-14 17:07:08,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,-1.3809050244061838,Student,1.6634206266100002,-0.20336697570787826,1,2024-11-04 08:08:12
TX000628,AC00403,-0.9463440510666397,2023-05-29 17:53:03,Debit,New York,D000065,81.102.230.41,M083,Online,0.9745401636954424,Retired,-0.6373325218431768,-0.20336697570787826,2,2024-11-04 08:07:59
TX000629,AC00358,-0.10837671258378005,2023-07-03 17:56:59,Credit,Boston,D000058,140.94.123.72,M026,Online,-0.31534648693163864,Engineer,-0.3409164720424607,-0.20336697570787826,0,2024-11-04 08:07:10
TX000630,AC00296,0.2630295527989249,2023-08-29 18:30:36,Credit,Mesa,D000056,34.125.226.63,M079,Online,1.7036065314411837,Retired,-1.1737044214825676,-0.20336697570787826,1,2024-11-04 08:11:24
TX000631,AC00393,0.14181717851723138,2023-02-03 16:08:47,Credit,Boston,D000099,197.23.128.119,M084,ATM,1.8718526163055855,Retired,-0.7079077717957282,-0.20336697570787826,2,2024-11-04 08:08:17
TX000632,AC00223,1.7609958628740237,2023-01-17 16:59:03,Debit,Columbus,D000393,139.23.212.102,M081,ATM,-1.3809050244061838,Student,-0.7502529217672591,-0.20336697570787826,0,2024-11-04 08:07:19
TX000633,AC00487,-0.9909650555526404,2023-07-24 17:04:17,Debit,Memphis,D000054,210.98.198.143,M004,ATM,-1.156576911253648,Student,-0.4820669719475636,-0.20336697570787826,1,2024-11-04 08:09:03
TX000634,AC00215,-0.5587119658708436,2023-06-14 17:17:34,Credit,Boston,D000225,147.119.62.178,M073,Branch,0.3576378525259688,Doctor,-0.05861547223225497,-0.20336697570787826,0,2024-11-04 08:11:44
TX000635,AC00275,0.1442235500996813,2023-10-27 17:26:53,Debit,Detroit,D000196,163.58.140.206,M038,ATM,-0.09101837377910281,Engineer,-1.1737044214825676,-0.20336697570787826,0,2024-11-04 08:07:43
TX000636,AC00482,-0.05034878070984394,2023-10-17 17:24:47,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,-0.9883308263892461,Engineer,0.0966500776633582,-0.20336697570787826,2,2024-11-04 08:08:51
TX000637,AC00357,-0.6775867220438715,2023-05-29 16:20:29,Debit,New York,D000466,109.105.179.186,M078,ATM,1.311032333424246,Doctor,-0.08684557221327555,-0.20336697570787826,0,2024-11-04 08:09:12
TX000638,AC00026,-0.7123416030418274,2023-02-20 16:48:49,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,-1.4930690809824516,Student,0.7882875271983623,-0.20336697570787826,2,2024-11-04 08:07:13
TX000639,AC00416,1.2274345295710836,2023-01-02 16:22:54,Debit,Seattle,D000626,11.167.243.171,M083,ATM,-1.04441285467738,Engineer,2.030411926363268,-0.20336697570787826,2,2024-11-04 08:07:15
TX000640,AC00058,0.0771889131600039,2023-05-01 17:11:47,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,0.3015558242378349,Engineer,-0.03038537225123439,-0.20336697570787826,1,2024-11-04 08:08:14
TX000641,AC00170,-0.8820595530783337,2023-10-04 16:47:33,Debit,Phoenix,D000688,16.51.235.240,M084,Online,-0.9322487981011122,Student,-1.0184388715869546,-0.20336697570787826,1,2024-11-04 08:11:54
TX000642,AC00262,-0.7788605889281226,2023-10-30 16:49:25,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,1.311032333424246,Retired,-1.145474321501547,-0.20336697570787826,2,2024-11-04 08:12:00
TX000643,AC00032,0.581083122525025,2023-09-28 17:18:26,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,0.5258839373903706,Retired,-1.0607840215584854,-0.20336697570787826,2,2024-11-04 08:06:58
TX000644,AC00131,-0.21552900147658743,2023-09-26 17:02:25,Debit,Detroit,D000141,73.108.76.238,M038,Branch,-0.9322487981011122,Student,-0.7079077717957282,-0.20336697570787826,1,2024-11-04 08:10:13
TX000645,AC00176,-0.4770672157520057,2023-01-16 18:57:13,Debit,Seattle,D000446,37.227.215.145,M033,Branch,-1.4930690809824516,Student,-0.28445627208041957,-0.20336697570787826,1,2024-11-04 08:10:32
TX000646,AC00139,-0.8500204342948571,2023-12-18 16:06:14,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,-0.8200847415248442,Doctor,-1.0184388715869546,-0.20336697570787826,0,2024-11-04 08:10:06
TX000647,AC00056,-0.8291881317382189,2023-02-03 18:03:56,Credit,Houston,D000120,31.127.129.152,M062,Branch,0.8062940788310404,Engineer,-0.9055184716628722,-0.20336697570787826,2,2024-11-04 08:09:52
TX000648,AC00276,-0.9552476259217044,2023-03-10 18:26:19,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,-0.09101837377910281,Engineer,0.25191562755897134,-0.20336697570787826,2,2024-11-04 08:06:32
TX000649,AC00447,-0.8514986339812192,2023-03-27 17:02:44,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,-0.4835925717960405,Doctor,-0.5102970719285842,-0.20336697570787826,1,2024-11-04 08:07:17
TX000650,AC00143,-0.7707820557584691,2023-05-08 17:42:36,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,0.46980190910223674,Retired,0.15311027762539936,-0.20336697570787826,2,2024-11-04 08:08:11
TX000651,AC00139,-0.6135772379507026,2023-03-14 16:21:01,Debit,San Diego,D000102,99.205.173.118,M017,ATM,-0.6518386566604424,Doctor,-0.9478636216344031,-0.20336697570787826,0,2024-11-04 08:07:28
TX000652,AC00208,3.2415675440816982,2023-11-21 16:26:41,Debit,Miami,D000105,156.96.135.18,M089,Branch,-1.4930690809824516,Student,0.12488017764437878,-0.20336697570787826,1,2024-11-04 08:11:48
TX000653,AC00426,-0.6239933892290218,2023-08-31 16:38:18,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,-0.09101837377910281,Engineer,1.7904560765245927,-0.20336697570787826,2,2024-11-04 08:06:50
TX000656,AC00458,-0.4875864972410013,2023-01-02 17:49:44,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,0.07722771108529905,Engineer,0.5624467273501977,-0.20336697570787826,0,2024-11-04 08:09:29
TX000657,AC00014,0.4431292773768582,2023-07-31 17:04:29,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,0.24547379594970092,Engineer,0.6047918773217286,-0.20336697570787826,0,2024-11-04 08:07:30
TX000660,AC00182,-0.7924737767374109,2023-08-17 16:44:38,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,-0.4275105435079065,Engineer,-0.18565092214684756,-0.20336697570787826,2,2024-11-04 08:11:15
TX000661,AC00257,0.09692116013609359,2023-12-06 17:10:35,Debit,Denver,D000184,6.44.165.160,M025,Online,0.6380479939666386,Engineer,0.8306326771698932,-0.20336697570787826,0,2024-11-04 08:10:44
TX000662,AC00006,-0.4796798477558085,2023-02-28 17:28:13,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,-0.6518386566604424,Doctor,-0.28445627208041957,-0.20336697570787826,2,2024-11-04 08:10:48
TX000663,AC00424,-0.8321789078478352,2023-06-19 17:50:29,Debit,Memphis,D000455,81.248.235.147,M003,Online,-0.9883308263892461,Student,0.3083758275210125,-0.20336697570787826,2,2024-11-04 08:07:58
TX000665,AC00133,-0.1802240926883574,2023-01-02 18:35:07,Credit,Portland,D000097,3.77.114.6,M088,Branch,-1.156576911253648,Student,-0.18565092214684756,-0.20336697570787826,1,2024-11-04 08:07:45
TX000666,AC00393,-0.5016122058929953,2023-08-07 16:57:22,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,-0.31534648693163864,Engineer,0.7882875271983623,4.986136926319852,2,2024-11-04 08:10:50
TX000667,AC00361,-0.6316594015559694,2023-11-27 16:16:19,Credit,El Paso,D000264,193.221.15.59,M025,Branch,-0.20318243035537073,Engineer,-1.3995452213307322,-0.20336697570787826,1,2024-11-04 08:10:13
TX000669,AC00049,0.7099958858705585,2023-11-13 17:07:10,Debit,Portland,D000129,77.21.150.75,M068,Online,0.8623761071191745,Engineer,0.6753671272742799,-0.20336697570787826,2,2024-11-04 08:07:50
TX000670,AC00023,-0.5908542148649966,2023-05-04 16:25:15,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,0.07722771108529905,Engineer,-0.6091024218621562,4.986136926319852,2,2024-11-04 08:07:41
TX000671,AC00323,1.7946506882914308,2023-12-18 16:33:01,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,0.13330973937343302,Doctor,0.8588627771509137,-0.20336697570787826,0,2024-11-04 08:10:34
TX000673,AC00497,-0.9959840591388931,2023-01-12 16:21:27,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,1.0306221919835763,Retired,0.2095704775874405,-0.20336697570787826,1,2024-11-04 08:11:23
TX000674,AC00130,-0.3458512110346987,2023-07-03 16:36:45,Credit,Fresno,D000649,167.67.137.223,M007,Online,0.46980190910223674,Retired,-1.2725097714161397,-0.20336697570787826,2,2024-11-04 08:06:40
TX000675,AC00034,1.1683752955903834,2023-10-23 17:17:18,Debit,New York,D000646,104.165.213.58,M066,Branch,0.7502120505429065,Retired,-0.42560677198552244,-0.20336697570787826,0,2024-11-04 08:07:56
TX000676,AC00286,-0.9782800396394399,2023-05-15 16:51:28,Debit,Seattle,D000584,167.67.137.223,M001,ATM,-1.04441285467738,Student,-0.7784830217482797,-0.20336697570787826,1,2024-11-04 08:06:30
TX000677,AC00232,0.46066141319185083,2023-03-20 16:28:17,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,0.24547379594970092,Engineer,1.6916507265910208,-0.20336697570787826,2,2024-11-04 08:10:16
TX000678,AC00182,0.26495465006488494,2023-06-08 17:20:53,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,0.3576378525259688,Engineer,-0.7643679717577694,1.526467658301365,2,2024-11-04 08:11:26
TX000679,AC00136,1.1845667386665821,2023-02-17 16:57:11,Debit,Fresno,D000269,56.116.189.0,M034,Branch,0.3015558242378349,Doctor,-0.3691465720234813,-0.20336697570787826,0,2024-11-04 08:08:38
TX000680,AC00101,-0.7551062637356523,2023-11-21 17:25:30,Credit,San Jose,D000476,35.246.53.10,M033,Online,0.41371988081410277,Retired,2.4256333260975556,-0.20336697570787826,0,2024-11-04 08:10:39
TX000681,AC00328,-0.5444456200606046,2023-01-16 17:53:00,Debit,Memphis,D000516,219.98.242.240,M033,Branch,0.24547379594970092,Engineer,1.1411637769611196,-0.20336697570787826,2,2024-11-04 08:08:24
TX000682,AC00356,0.6940450799526046,2023-08-02 16:01:17,Debit,San Jose,D000100,9.230.41.239,M046,Branch,-0.7640027132367103,Engineer,2.4820935260595967,-0.20336697570787826,0,2024-11-04 08:09:05
TX000683,AC00312,-0.9901400138672289,2023-01-17 16:47:41,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,-1.156576911253648,Student,-1.0043238215964443,-0.20336697570787826,1,2024-11-04 08:08:57
TX000684,AC00242,-0.6101051875245962,2023-02-27 16:37:11,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,-1.212658939541782,Student,-0.49618202193807387,-0.20336697570787826,0,2024-11-04 08:06:39
TX000685,AC00123,0.9639024645559212,2023-10-16 17:46:51,Debit,Nashville,D000463,194.88.79.54,M032,Branch,0.8062940788310404,Retired,0.8447477271604035,-0.20336697570787826,2,2024-11-04 08:06:50
TX000686,AC00071,-0.614642916794359,2023-08-28 16:08:54,Debit,Mesa,D000597,90.111.245.138,M058,Branch,-0.5957566283723084,Engineer,-1.385430171340222,6.715971560329095,1,2024-11-04 08:08:55
TX000687,AC00370,-0.05904609514355584,2024-01-01 18:21:50,Debit,Phoenix,D000320,120.170.93.69,M048,Online,-0.20318243035537073,Doctor,0.6753671272742799,-0.20336697570787826,2,2024-11-04 08:06:41
TX000688,AC00330,-0.8789312700211487,2023-06-01 17:19:57,Debit,Sacramento,D000068,61.95.76.233,M042,Online,-1.3248229961180498,Student,-0.256226172099399,-0.20336697570787826,1,2024-11-04 08:09:11
TX000689,AC00218,-0.7599533836374444,2023-06-19 16:57:53,Debit,Fresno,D000681,121.67.144.20,M030,ATM,1.2549503051361122,Doctor,1.9598366764107162,-0.20336697570787826,0,2024-11-04 08:08:06
TX000690,AC00437,-0.9471003392782669,2023-03-27 16:12:36,Debit,Seattle,D000048,113.115.81.178,M060,ATM,0.9745401636954424,Retired,-1.0607840215584854,-0.20336697570787826,2,2024-11-04 08:08:22
TX000691,AC00287,0.9304538995598668,2023-10-09 16:48:50,Debit,Baltimore,D000221,63.191.171.41,M097,ATM,0.3576378525259688,Retired,0.49187147739764625,-0.20336697570787826,0,2024-11-04 08:12:09
TX000693,AC00465,-0.660570237282261,2023-08-07 16:02:55,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,0.3576378525259688,Engineer,1.2258540769041812,-0.20336697570787826,2,2024-11-04 08:09:59
TX000694,AC00011,1.4960543516462832,2023-03-15 18:42:16,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,0.41371988081410277,Doctor,-0.3691465720234813,6.715971560329095,0,2024-11-04 08:07:12
TX000695,AC00432,0.17894405436074487,2023-11-27 16:18:25,Credit,Fresno,D000234,11.167.243.171,M052,ATM,-1.3248229961180498,Student,1.0564734770180577,-0.20336697570787826,1,2024-11-04 08:08:37
TX000696,AC00240,2.932623809632016,2023-08-25 17:26:27,Debit,Kansas City,D000208,72.192.101.196,M055,ATM,1.1427862485598441,Doctor,-0.21388102212786814,-0.20336697570787826,1,2024-11-04 08:07:02
TX000697,AC00497,-0.39335986141963936,2023-06-26 16:11:29,Debit,San Diego,D000187,77.7.223.184,M085,Online,-1.4369870526943178,Student,1.6634206266100002,-0.20336697570787826,1,2024-11-04 08:11:05
TX000698,AC00026,-0.06815593041997366,2023-04-10 16:47:55,Debit,Tucson,D000141,87.234.36.48,M027,Branch,-0.8761667698129781,Doctor,0.040189877701317045,-0.20336697570787826,2,2024-11-04 08:09:58
TX000699,AC00277,0.5919805481198341,2023-09-12 18:46:45,Debit,Austin,D000695,41.110.46.150,M091,ATM,-0.25926445864350467,Doctor,-0.45383687196654304,-0.20336697570787826,0,2024-11-04 08:08:00
TX000700,AC00116,-0.12515256018714546,2023-11-27 17:29:25,Debit,Philadelphia,D000117,197.52.3.107,M042,ATM,0.46980190910223674,Retired,-0.5102970719285842,-0.20336697570787826,2,2024-11-04 08:09:09
